Shape_Leng,Shape_Area,ADM2_FR,ADM2_PCODE,ADM2_REF,ADM2ALT1FR,ADM2ALT2FR,ADM1_FR,ADM1_PCODE,ADM0_FR,ADM0_PCODE,date,validOn,validTo,Preci_fev_2016mean,Preci_fev_2016min,Preci_fev_2016max
5.50988189109,0.53251030751,Namentenga,BF4902,,,,Centre-Nord,BF49,Burkina Faso,BF,2020/03/18,2020/03/23,,0.338347456916686,0,1
2.77008495461,0.30800820262,Nayala,BF4605,,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,0.808698703676967,0.671146631240845,1.36174190044403
3.04964010849,0.23297550156,Noumbiel,BF5703,,,,Sud-Ouest,BF57,Burkina Faso,BF,2020/03/18,2020/03/23,,2.88675515037594,2.27919387817383,3.79303121566772
3.46097110463,0.22316725400,Oubritenga,BF5503,,,,Plateau-Central,BF55,Burkina Faso,BF,2020/03/18,2020/03/23,,0.959160673432052,0.852349102497101,1
4.41670422633,0.81476579188,Oudalan,BF5601,,,,Sahel,BF56,Burkina Faso,BF,2020/03/18,2020/03/23,,0,0,0
4.16236597956,0.33077444081,Passoré,BF5402,Passore,,,Nord,BF54,Burkina Faso,BF,2020/03/18,2020/03/23,,0.550685335428287,0,1
5.58686871385,0.63084128270,Poni,BF5704,,,,Sud-Ouest,BF57,Burkina Faso,BF,2020/03/18,2020/03/23,,2.89085122036607,1.41971111297607,6.03962659835815
5.11177977674,0.42455242976,Sanguié,BF5002,Sanguie,,,Centre-Ouest,BF50,Burkina Faso,BF,2020/03/18,2020/03/23,,1.13832686369618,0.657279849052429,1.39014327526093
5.58040718979,0.78060953806,Sanmatenga,BF4903,,,,Centre-Nord,BF49,Burkina Faso,BF,2020/03/18,2020/03/23,,0.426031958237456,0,1
4.47397106990,0.57497372729,Séno,BF5602,Seno,,,Sahel,BF56,Burkina Faso,BF,2020/03/18,2020/03/23,,0,0,0
5.98943443195,0.58829888811,Sissili,BF5003,,,,Centre-Ouest,BF50,Burkina Faso,BF,2020/03/18,2020/03/23,,1.22542709343469,1.00154650211334,1.61555552482605
5.05856595377,1.04463372427,Soum,BF5603,,,,Sahel,BF56,Burkina Faso,BF,2020/03/18,2020/03/23,,0,0,0
3.92633238200,0.49787425259,Sourou,BF4606,,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,0.39614242563645,0,1
6.38639000558,1.27417099546,Tapoa,BF5205,,,,Est,BF52,Burkina Faso,BF,2020/03/18,2020/03/23,,0.974362514721005,0,1
4.80105172606,0.45964098169,Tuy,BF5303,,,,Hauts-Bassins,BF53,Burkina Faso,BF,2020/03/18,2020/03/23,,1.01131617081793,0.623043835163116,1.27152609825134
4.29143025909,0.52636240412,Yagha,BF5604,,,,Sahel,BF56,Burkina Faso,BF,2020/03/18,2020/03/23,,0.11400651465798,0,1
5.06426055700,0.56452269378,Yatenga,BF5403,,,,Nord,BF54,Burkina Faso,BF,2020/03/18,2020/03/23,,0.0122924540191889,0,0.989102423191071
3.62328789385,0.43299657867,Ziro,BF5004,,,,Centre-Ouest,BF50,Burkina Faso,BF,2020/03/18,2020/03/23,,1.30280486123282,0.7526496052742,1.68676936626434
2.55203384495,0.16635637629,Zondoma,BF5404,,,,Nord,BF54,Burkina Faso,BF,2020/03/18,2020/03/23,,0.00735036532084147,0,0.705635070800781
3.58689769117,0.33011403273,Zoundwéogo,BF5103,Zoundweogo,,,Centre-Sud,BF51,Burkina Faso,BF,2020/03/18,2020/03/23,,1.63789254868472,0.832502484321594,2.50913023948669
